Hash,Effective Gas Tip Gwei,Transaction Fee Estimate Gwei,Transaction Gas Used
0x49122016abd9bbae601e5871d0090e8a07c89e658ed64622cc85fb0130064db8,0.0007829940000000001,16.442874,21000
0x6349b28aea5bfe22a8e4061c36515009d46794a117a8a7b889ce82331bcc64df,0.0007829940000000001,40.581796026000006,51829
0xfc62ff9adfaff0a4c8915ca7c0e3520adf5dcf9fd254a7411f27912aba261f01,0.000760232,65.25831488,85840
0x45d7c78e44d28758d2b29ad7e09cf75a9ca9ef102c8db656d2479e680fae3762,0.000760232,134.30258512,176660
0x04eab952ebf063e7bcaf611baec3d08531996aeb96b2a10cec884349639c8d15,0.0007829940000000001,16.442874,21000
0x60950e4d6b18ded47c339351f84d42cb4d9dc6a135ef2b918b99eb90aaad100c,0.0007829940000000001,114.36488663400002,146061
0xe4909d77c67d19742102ffb4d4e9209c6bfdcc40be8170d856c95e0a8fe11074,0.000760232,73.48402512000001,96660
0x316db529c95cea9c6e982159c8b58eeeceae75a47fe7e8f555f6a29760558175,0.0007829940000000001,70.91968154999999,90575
0xb55d1069c1d7e34cb800069d70e24238557a2920e10b9d2985846078db723233,0.0007829940000000001,119.020568958,152007
0x426af961a0200ea381acd4e6c4760e798648e5dd57b02693a57219a3fbb1cb5c,0.000783744,16.458624,21000
0x33abbefe779183201db50a77f22194069e05a973d23686def81a0ca8ca76b676,0.0007829940000000001,66.032233002,84333
0x9fad7b4bc713fe2870da72fbccb73d291296fccce7984d4ad35a7c81d2574048,0.000760232,171.008866776,224943
0x5ac68e20a826e3dce276041cd02e50c949025170d3c52d439ba5c78e262cacdb,0.0007829940000000001,16.442874,21000
0xd6ba1c6a08eb28d24f5bbcc81bb8ec16064482636267e856f43ff95042441668,0.000760232,41.140714912,54116
0x13f0fc05d20a75430d08bec2678531ab3a4b10349d13bbdb0eb08c219b91d371,0.0007829940000000001,76.444487214,97631
0x63903aaa67bbceb7370043666eeb5fe37f63c3c21e5f81605404a6306b19ae25,0.0007829940000000001,16.442874,21000
0xfcf990e349024290fa40c321cec39b4b22d54fbb6a3209c911d1fa4b4ff1d264,0.0007829940000000001,16.442874,21000
0xa2ed365c081ba5f43f5ff55d112e5c4f223e3c88f29b07fe58eebf4b2166fa87,0.0007829940000000001,75.68420004000001,96660
0xb38099075c773a58b4f599e8d2a55370cc4273e0d5903d9b2c2182e9ac82c47b,0.0007829940000000001,16.442874,21000
0x6fdf2761cacafd734c9d22442379af71a22b6858515659668e054584b00ce90b,0.0007829940000000001,73.870785936,94344
0x6893ebcd38fcaa655b60825043578ccc0e0c5fd404dd4a871aa2f41da5514b28,0.0007829940000000001,115.41644757600001,147404
0xc7c515da3066aa6bba2542bace977df66637502a1d8de69f8c267ffd21999c95,0.000760232,42.856558535999994,56373
0xe99c0a740fb8299c760988f6b373fb45ab40ec0bbf717c88be74685593965583,0.0007829940000000001,145.395721848,185692
0xda7b4074380f0f1eaa84d4fd6493e65ec953587ee5f3a2dfcc12c59034541837,0.0007829940000000001,16.442874,21000
0x24af0e7fb260af69ee86f8cfd66b6a3a0b8ebfbe78960c0d478d657ec2475e58,0.0007829940000000001,16.442874,21000
0xfcaf1883a2c2ac76573cbddedca86eb2801ee2cbf942fb02be4d6041fe06e8c3,0.0007829940000000001,75.68420004000001,96660
0x732915766ebcd0e70cae31ae922cdbb8256065b1b6f26cf330d21632146499ad,0.0007829930000000001,16.442853,21000
0x81e445401dfc7a11619ad5fcbe7b9b43564b2c9872faa45ad1fb115cebfe9518,0.0007829940000000001,16.442874,21000
0xdab6f28c783599dd85b861772aab32cdc42a05a90339541b8efd5d5fc9db4c5a,0.0007829940000000001,16.442874,21000
0x283deddbdcab395734b4ef3e8f5117c83686c39cfa0f2c428cbea8439841f2ac,0.0007829940000000001,82.27309455,105075
0x243cc0b178813e250ade6fea8c6573a371b84c7ff7526945cb217320e7410e44,0.0007829940000000001,16.442874,21000
